Class-IRI	Class-Text
fma:Long_insular_gyrus	long gyrus of insula <sep> long insular gyri (h) <sep> long insular gyrus <sep> gyri longi <sep> gyri longus insulae <sep> gyrus longus insulae
fma:T_helper_cell_type_1	t-helper cell type 1 <sep> th1 cell <sep> type 1 t-helper cell <sep> type 1 helper cell
fma:Nucleus_of_solitary_tract	nucleus of solitary tract
fma:Striated_muscle_cell	striated muscle cell
fma:Axial	axial
fma:Secretory_cell	secretory cell
fma:Nuclear_pore_complex	complexus pori <sep> nuclear pore apparatus <sep> nuclear pore complex
fma:Intercarpal_joint	carpal joint <sep> intercarpal joint
fma:Capillary	blood capillary <sep> capillary <sep> capillary vessel
fma:CxC_chemokine	cxc chemokine
fma:Fascia_organ	fascia organ
fma:Endothelium_of_lymphatic_vessel	endothelium of lymphatic vessel <sep> lymphatic vessel endothelium
fma:Lingual_salivary_gland	anterior lingual salivary gland <sep> lingual salivary gland
fma:Internal_pyramidal_layer_of_cerebral_cortex	ganglionic lamina of cerebral cortex <sep> ganglionic layer of cerebral cortex <sep> internal pyramidal lamina of cerebral cortex <sep> internal pyramidal layer of cerebral cortex <sep> lamina v <sep> type 5 layer of cerebral cortex <sep> type v layer of cerebral cortex
fma:Fusiform_gyrus	fusiform gyrus <sep> lateral occipitotemporal gyrus <sep> medial occipitotemporal gyrus-1 (heimer) <sep> occipitotemporal gyrus <sep> gyrus fusiformis <sep> gyrus occipito-temporalis lateralis <sep> gyrus occipitotemporalis lateralis
fma:Superior_thyroid_artery	superior thyroid artery <sep> arteria thyroidea superior
fma:Septum_primum	septum primum
fma:Tubulin	tubulin
fma:Neural_crest_cell	neural crest cell
fma:Portion_of_epithelium	epithelial tissue <sep> epithelium <sep> portion of epithelium <sep> textus epithelialis
fma:Subcostal_vein	subcostal vein <sep> vena subcostalis
fma:Hepatic_portal_vein	hepatic portal tree <sep> hepatic portal vein <sep> vena portae hepatis
fma:Neurofilament	neurofilament <sep> neuronal intermediate filament
fma:Set_of_carpal_bones	carpal bones <sep> carpal bones set <sep> set of carpal bones <sep> ossa carpalia <sep> ossa carpi
fma:Parasympathetic_nervous_system	parasympathetic nervous system <sep> parasympathetic part of autonomic division of nervous system <sep> pars parasympathica divisionis autonomici systematis nervosi
fma:Wall_of_prostatic_duct	prostatic ductal wall <sep> wall of duct of prostate <sep> wall of prostatic duct
fma:Vasoactive_intestinal_peptide	vasoactive intestinal peptide
fma:Pulmonary_trunk_sinus	pulmonary sinus <sep> pulmonary trunk sinus <sep> sinus of pulmonary trunk <sep> sinus trunci pulmonalis
fma:Epithelium_of_ciliary_body	ciliary body epithelium <sep> ciliary epithelium <sep> epithelium of ciliary body
fma:Somatostatin	somatostatin
fma:Microtubule	microtubule <sep> microtubulus
fma:Inferior_thyroid_artery	inferior thyroid artery <sep> arteria thyroidea inferior
fma:Set_of_costochondral_joints	costochondral joints <sep> costochondral joints set <sep> set of costochondral joints <sep> articulationes costochondrales
fma:Neuroblast	neuroblast
fma:Corticotroph	corticotrope <sep> corticotrope cell <sep> corticotroph <sep> corticotropin hormone secreting cell <sep> pituitary adrenocorticotropic cell
fma:Middle_cranial_fossa	middle cranial fossa <sep> fossa cranii media
fma:Embryonic_cell	embryonic cell
fma:Body_surface	body surface <sep> surface of body
fma:Posterior_choroidal_artery	posterior choroidal artery
fma:Corneal_endothelium	corneal endothelium
fma:Umbilical_vein	umbilical vein <sep> vena umbilicalis
fma:Flatulence	flatulence
fma:Anterior_commissure	anterior commissure <sep> commissura rostralis <sep> commissura anterior <sep> commissura anterior cerebri
fma:Oocyte	oocyte <sep> ovocyte
fma:Syncytial_trophoblast	syncytial trophoblast <sep> syncytiotrophoblast
fma:Vocal_fold	true vocal cord <sep> vocal cord <sep> vocal fold <sep> plica vocalis
fma:Decidual_cell	decidual cell
fma:Thyroid_cartilage	thyroid cartilage <sep> cartilago thyroidea
fma:Temporal_fossa	temporal fossa <sep> fossa temporalis
fma:Theca_lutein_cell	theca cell <sep> theca lutein cell <sep> theca luteocytus <sep> theca-lutein cell
fma:Lamina_propria_of_bronchus	lamina propria of bronchus
fma:Set_of_dopaminergic_cells	dopaminergic cells <sep> dopaminergic cells set <sep> set of dopaminergic cells
fma:Eyelid	blepharon <sep> eyelid <sep> palpebra
fma:Left_common_carotid_artery	left common carotid artery <sep> trunk of left common carotid tree
fma:Cardia_of_stomach	cardia of stomach <sep> cardial part of stomach <sep> gastric cardia <sep> pars cardiaca (gaster) <sep> cardia <sep> pars cardiaca gastricae
fma:Body_of_lateral_ventricle	body of lateral ventricle <sep> central part of lateral ventricle <sep> lateral ventricular body <sep> corpus ventriculi lateralis <sep> pars centralis (ventriculi lateralis) <sep> pars centralis ventriculi lateralis <sep> ventriculus lateralis, corpus <sep> ventriculus lateralis, pars centralis
fma:Branch_of_basilar_artery	basilar arterial branch <sep> branch of basilar artery
fma:Wall_of_smooth_endoplasmic_reticulum	membrane of smooth endoplasmic reticulum <sep> smooth endoplasmic reticulum membrane <sep> smooth endoplasmic reticulum wall <sep> wall of smooth endoplasmic reticulum
fma:Histamine	histamine
fma:Set_of_hairs	hairs <sep> hairs set <sep> set of hairs <sep> pili
fma:Medial_circumflex_femoral_artery	medial circumflex femoral artery <sep> medial femoral circumflex artery <sep> arteria circumflexa femoris medialis
fma:Skeletal_system	skeletal system
fma:Hemopoietic_stem_cell	blood-forming stem cell <sep> hematopoietic stem cell <sep> hemopoietic stem cell
fma:Superficial_vein	superficial vein
fma:Sublingual_gland	ductus sublingualis <sep> rivinus' gland <sep> sublingual gland <sep> glandula sublingualis
fma:Superior_thoracic_artery	superior thoracic artery <sep> arteria thoracica superior
fma:Set_of_basal_ganglia	basal ganglia <sep> basal ganglia set <sep> set of basal ganglia
fma:Lateral_posterior_nucleus	lateral posterior nucleus <sep> lateral posterior nucleus of thalamus <sep> lateral posterior thalamic nucleus <sep> laterodorsal nucleus, caudal part <sep> posterior lateral nucleus of thalamus <sep> lp <sep> nucleus dorsocaudalis (hassler) <sep> nucleus lateralis posterior <sep> nucleus lateralis posterior thalami <sep> nucleus lateralis thalami posterior
fma:Desmosome	desmosoma <sep> desmosome <sep> macula adherens
fma:Diencephalon	between brain <sep> diencephalon <sep> interbrain <sep> mature diencephalon
fma:Tonsillar_fossa	tonsillar bed <sep> tonsillar fossa <sep> tonsillar sinus <sep> fossa tonsillaris <sep> sinus tonsillaris
fma:Set_of_gastric_folds	gastric folds <sep> gastric folds set <sep> gastric rugae <sep> set of gastric folds <sep> plicae gastricae
fma:Tricuspid_valve	right atrioventricular valve <sep> tricuspid valve <sep> valva atrioventricularis dextra <sep> valva atrioventricularis dextra (valva tricuspidalis) <sep> valva tricuspidalis
fma:Fundus_of_gallbladder	fundus of gallbladder <sep> gallbladder fundus <sep> fundus vesicae biliaris <sep> fundus vesicae felleae
fma:Scleral_venous_sinus	canal of schlemm <sep> schlemm's canal <sep> scleral sinus <sep> scleral venous sinus <sep> sinus venosus of sclera <sep> sinus venosus sclerae
fma:Type_IV_collagen	collagen type iv <sep> type iv collagen
fma:Uterine_tube	fallopian tube <sep> oviduct <sep> uterine tube <sep> salpinx <sep> tuba uterina
fma:Submucosa_of_bronchus	bronchial submucosa <sep> submucosa of bronchus <sep> tela submucosa bronchi
fma:Internal_capsule	internal capsule <sep> internal capsule radiations <sep> capsula interna
fma:Phalanx_of_middle_finger	middle finger phalanx <sep> phalanx of middle finger <sep> phalanx of third finger
fma:Dermis	dermis <sep> corium
fma:Central	central
fma:Mechanoreceptor	mechanoreceptor
fma:Argentaffin_cell	argentaffin cell
fma:Set_of_transverse_folds_of_rectum	houston's valve (middle of three) <sep> kohlrausch's fold (middle of three) <sep> set of transverse folds of rectum <sep> transverse folds of rectum <sep> plicae transversae recti
fma:Hemoglobin	haemoglobin <sep> hemoglobin
fma:Lumbar_nerve	lumbar nerve <sep> lumbar spinal nerve <sep> nervus lumbalis
fma:Superior_rectus	superior rectus <sep> musculus rectus superior
fma:Diaphragma_sellae	diaphragma sellae <sep> sellar diaphragm
fma:Perilymph	perilymph <sep> perilympha
fma:Genu_of_corpus_callosum	corpus callosum genu <sep> genu of corpus callosum <sep> rostrum of corpus callosum (mai) <sep> corpus callosum, genu <sep> genu corporis callosi <sep> genu corpus callosi
fma:Thyrohyoid_ligament	thyrohyoid ligament
fma:Sclera	sclera
fma:Portal_vein	portal vein <sep> portal venous tree organ part
fma:Paranasal_sinus	paranasal sinus
fma:Sesamoid_bone	sesamoid bone <sep> os sesamoideum
fma:Uvula	uvula <sep> uvula of palate <sep> uvula palatina
fma:Mucosa_of_stomach	gastric mucosa <sep> gastric mucous membrane <sep> mucosa of stomach <sep> mucous membrane of stomach <sep> tunica mucosa (gaster) <sep> tunica mucosa gastricae
fma:Cardiac_sphincter	cardiac sphincter <sep> gastroesophageal sphincter <sep> inferior esophageal sphincter <sep> musculus sphincter cardiacus
fma:Secondary_nodular_lymphoid_tissue	germinal center <sep> peripheral lymphoid tissue <sep> secondary lymphoid nodule <sep> secondary lymphoid tissue <sep> secondary nodular lymphoid tissue
fma:Set_of_ducts	ducts <sep> ducts set <sep> set of ducts
fma:Tonsillar_crypt	tonsillar crypt
fma:Woven_bone	woven bone
fma:Leptomeninx	leptomeninx
fma:Set_of_tarsal_bones	set of tarsal bones <sep> tarsal bones <sep> tarsal bones set <sep> ossa tarsalia <sep> ossa tarsi
fma:Portion_of_tissue	portion of tissue <sep> tissue <sep> textus
fma:Glomerular_capsule	bowman's capsule <sep> glomerular capsule <sep> capsula glomerularis
fma:Tarsal_bone	ankle bone <sep> bone of ankle <sep> bone of tarsus <sep> tarsal bone
fma:Natural_killer_cell	nk cell <sep> natural killer cell
fma:Renal_pelvis	pelvis of ureter <sep> renal pelvis <sep> pelvis renalis
fma:Vestibular_labyrinth	vestibular labyrinth <sep> labyrinthus vestibularis
fma:Duodenum	duodenum
fma:Islet_cell	islet cell
fma:Phagosome	phagocytic vesicle <sep> phagosome
fma:Metaphysis	diaphyseal end of long bone <sep> metaphysis
fma:Set_of_popliteal_lymph_nodes	popliteal lymph nodes <sep> popliteal lymph nodes set <sep> popliteal nodes <sep> set of popliteal lymph nodes <sep> nodi lymphoidei poplitei <sep> nodi poplitei
fma:Periventricular_nucleus	periventricular nucleus
fma:Set_of_inguinal_lymph_nodes	inguinal lymph nodes <sep> inguinal lymph nodes set <sep> set of inguinal lymph nodes <sep> nodi lymphoidei inguinales
fma:Thoraco_acromial_artery	acromiothoracic artery <sep> thoraco-acromial artery <sep> thoracoacromial artery <sep> arteria thoracoacromialis
fma:Posterior_surface_of_prostate	facies posterior (prostatae) <sep> posterior surface of prostate <sep> posterior surface of prostate gland <sep> facies posterior prostatae
fma:Epithelium_of_paranasal_sinus	epithelium of paranasal sinus <sep> paranasal sinus epithelium
fma:Radial_artery	radial artery <sep> arteria radialis
fma:Liver_cell	liver cell
fma:Musculature_of_anterior_abdominal_wall	anterior abdominal wall musculature <sep> muscles of anterior abdominal wall <sep> musculature of anterior abdominal wall <sep> musculature of front of abdomen <sep> set of muscles of anterior abdominal wall
fma:Organ_component_gland	glandula <sep> organ component gland
fma:Solitary_tract_nuclear_complex	nuclei of solitary tract <sep> nucleus of tractus solitarius <sep> solitary nuclei <sep> solitary nucleus <sep> solitary tract nuclear complex <sep> nts <sep> nucleus fasciculus solitarius <sep> nucleus solitarius <sep> nucleus tracti solitarii <sep> nucleus tractus solitarii
fma:Umbilicus	navel <sep> umbilical part of abdomen <sep> umbilical region <sep> umbilicus
fma:Mucosa	mucosa <sep> mucosa of organ <sep> mucous membrane <sep> organ mucosa
fma:Coccygeal_nerve	coccygeal nerve <sep> coccygeal spinal nerve <sep> nervus coccygeus
fma:Trophoblast_cell	trophoblast cell <sep> trophoblastic cell
fma:Ileal_vein	ileal vein
fma:Anterior	anterior
fma:Lateral_wall_of_oropharynx	lateral wall of oropharynx
fma:Set_of_bronchi	bronchi set <sep> set of bronchi <sep> bronchi
fma:Ischiocavernosus	ischiocavernosus <sep> musculus ischiocavernosus
fma:Muscular_layer_of_pharynx	muscular layer of pharynx
fma:Gonadotroph	gonadotrope <sep> gonadotrope cell <sep> gonadotroph <sep> pituitary delta cell
fma:Outer_plexiform_layer_of_retina	outer plexiform layer of retina <sep> stratum plexiforme externum <sep> stratum plexiforme externum retinae
fma:Set_of_regions_of_back	regions of back <sep> set of regions of back
fma:Norepinephrine	noradrenaline <sep> norepinephrine
fma:Wall_of_urinary_bladder	urinary bladder wall <sep> wall of urinary bladder
fma:Spiral_organ_of_cochlea	cochlear spiral organ <sep> organ of corti <sep> spiral organ <sep> spiral organ of corti <sep> spiral organ of cochlea <sep> organum spirale
fma:Pinealocyte	pinealocyte
fma:Jugular_foramen	jugular foramen <sep> posterior lacerate foramen <sep> foramen jugulare
fma:Hepatogastric_ligament	gastrohepatic ligament <sep> hepatogastric ligament <sep> ligamentum hepatogastricum
fma:Right_hepatic_duct	right hepatic duct <sep> ductus hepaticus dexter
fma:Muscle_of_face	face muscle <sep> facial muscle <sep> muscle of face
fma:Costal_arch	costal arch <sep> arcus costalis
fma:Hilum	hilum
fma:Membranous_urethra	intermediate part of urethra <sep> intermediate urethra <sep> membranous part of urethra <sep> membranous urethra <sep> pars membranacea (urethrae) <sep> pars intermedia urethrae <sep> pars membranacea urethrae
fma:Right_testicular_artery	right testicular artery <sep> trunk of right testicular arterial tree
fma:Principal_sensory_nucleus_of_trigeminal_nerve	chief sensory nucleus <sep> main sensory nucleus <sep> main sensory nucleus of cranial nerve v <sep> principal sensory nucleus of trigeminal nerve <sep> principal sensory trigeminal nucleus <sep> principal trigeminal nucleus <sep> superior trigeminal nucleus <sep> superior trigeminal sensory nucleus <sep> trigeminal nerve superior sensory nucleus <sep> nucleus pontinus nervi trigeminalis <sep> nucleus pontinus nervi trigemini <sep> nucleus principalis nervi trigemini <sep> nucleus sensibilis superior nervi trigemini <sep> nucleus sensorius principalis nervi trigemini <sep> nucleus sensorius superior nervi trigemini
fma:Cochlear_hair_cell	cochlear hair cell <sep> hair cell
fma:Rough_endoplasmic_reticulum_cistern	cisterna of rough endoplasmic reticulum <sep> rough endoplasmic reticulum cistern <sep> rough endoplasmic reticulum cisterna
fma:Medulla_of_thymus	medulla of thymus <sep> thymus medulla <sep> medulla thymi
fma:Set_of_microglial_cells	microglia <sep> microglial cells set <sep> set of microglial cells
fma:External_naris	anterior naris <sep> external naris <sep> nostril
fma:Cochlear_duct_of_membranous_labyrinth	cochlear duct <sep> cochlear duct of membranous labyrinth <sep> reissner's canal <sep> ductus cochlearis
fma:Inferior_hypogastric_nerve_plexus	inferior hypogastric nerve plexus <sep> inferior hypogastric plexus <sep> pelvic nerve plexus <sep> pelvic plexus <sep> plexus hypogastricus inferior <sep> plexus nervosus hypogastricus inferior <sep> plexus nervosus pelvicus <sep> plexus pelvicus
fma:Glans_of_clitoris	clitoris glans <sep> glans of clitoris <sep> glans clitoridis
fma:Glomerulus	glomerulus
fma:Portal_triad	portal triad <sep> trias hepatica
fma:Oculomotor_nuclear_complex	nucleus of oculomotor nerve <sep> nucleus of third cranial nerve <sep> oculomotor nuclear complex <sep> oculomotor nucleus <sep> third cranial nerve nucleus <sep> nucleus nervi oculomotorii <sep> nucleus oculomotorius
fma:Flexor_digitorum_profundus	flexor digitorum profundus <sep> musculus flexor digitorum profundus
fma:Thymocyte	thymic lymphocyte <sep> thymocyte
fma:Set_of_celiac_lymph_nodes	celiac lymph nodes <sep> celiac nodes <sep> coeliac lymph nodes <sep> coeliac lymph nodes set <sep> coeliac nodes <sep> set of celiac lymph nodes <sep> set of coeliac lymph nodes <sep> nodi coeliaci <sep> nodi lymphoidei coeliaci
fma:Lumbosacral_nerve_plexus	lumbosacral nerve plexus <sep> lumbosacral plexus <sep> plexus lumbosacralis
fma:Set_of_oesophageal_glands	oesophageal glands <sep> oesophageal glands set <sep> set of oesophageal glands <sep> glandulae oesophageae
fma:Superior_mesenteric_vein	superior mesenteric vein <sep> vena mesenterica superior
fma:Primordium	primordium
fma:Calcaneal_tendon	achilles tendon <sep> calcaneal tendon <sep> tendo calcaneus
