Entity-IRI	Entity-Lexicon
snomed:Structure_of_compartment_of_lower_leg	structure of compartment of lower leg
snomed:Anterior_uveal_tract_structure	anterior uveal tract structure
snomed:Uveal_tract_structure	uveal tract structure
snomed:Pyloric_antrum_structure	pyloric antrum structure
snomed:Gastric_corpus_structure	gastric corpus structure
snomed:Gastric_fundus_structure	gastric fundus structure
snomed:Anterolateral	anterolateral
snomed:Lateral	lateral
snomed:Anterolateral_visceral_artery	anterolateral visceral artery
snomed:Antiasthmatic_agent	antiasthmatic agent
snomed:Respiratory_drugs	respiratory drugs
snomed:Anticoagulant	anticoagulant
snomed:Hematologic_agent	hematologic agent
snomed:Hematologic_drug	hematologic drug
snomed:Antidepressant	antidepressant
snomed:Psychotherapeutic_agent	psychotherapeutic agent
snomed:Antidiabetic_agent	antidiabetic agent
snomed:Antidiabetic_preparation	antidiabetic preparation
snomed:Antidiuretic_hormone	antidiuretic hormone
snomed:Peptide_hormones_and_their_metabolites_and_precursors	peptide hormones and their metabolites and precursors
snomed:Posterior_pituitary_hormone	posterior pituitary hormone
snomed:Antidiuretic_hormone_agent	antidiuretic hormone agent
snomed:Antidote	antidote
snomed:Chelating_agentantidote	chelating agentantidote
snomed:Chelating_agents_and_antidotes	chelating agents and antidotes
snomed:Antigen	antigen
snomed:Immunologic_substance	immunologic substance
snomed:Antihelix_structure	antihelix structure
snomed:Pinna_structure	pinna structure
snomed:Antimetabolite	antimetabolite
snomed:Antineoplastic_agent	antineoplastic agent
snomed:Antitragus_structure	antitragus structure
snomed:Digestive_organ_part	digestive organ part
snomed:Aorta_part	aorta part
snomed:Aortic_structure	aortic structure
snomed:Arterial_part	arterial part
snomed:Aortic	aortic
snomed:Cardiovascular_site_descriptor	cardiovascular site descriptor
snomed:Aortic_arch_structure	aortic arch structure
snomed:Thoracic_aorta_structure	thoracic aorta structure
snomed:Aortic_valve_disorder	aortic valve disorder
snomed:Congenital_anomaly_of_aorta	congenital anomaly of aorta
snomed:Disorder_of_soft_tissue_of_thoracic_cavity	disorder of soft tissue of thoracic cavity
snomed:Aortic_valve_finding	aortic valve finding
snomed:Structure_of_great_blood_vessel_organ	structure of great blood vessel organ
snomed:Structure_of_large_artery	structure of large artery
snomed:Systemic_artery_of_trunk	systemic artery of trunk
snomed:Tunica_intima_of_artery	tunica intima of artery
snomed:Tunica_media_vasorum	tunica media vasorum
snomed:Heart_valve_disorder	heart valve disorder
snomed:Aortic_valve_structure	aortic valve structure
snomed:Heart_valve_finding	heart valve finding
snomed:Cardiac_valve_structure	cardiac valve structure
snomed:Structure_of_left_side_of_heart	structure of left side of heart
snomed:Aortoventriculoplasty	aortoventriculoplasty
snomed:Operations_on_the_left_ventricular_outflow_tract	operations on the left ventricular outflow tract
snomed:Valvuloplasty_of_aortic_valve	valvuloplasty of aortic valve
snomed:Structure_of_outflow_tract_of_left_ventricle	structure of outflow tract of left ventricle
snomed:Part_of_diaphragm	part of diaphragm
snomed:Cardiac_function	cardiac function
snomed:Apical	apical
snomed:Topographical_modifier	topographical modifier
snomed:Apical_segment_of_left_upper_lobe	apical segment of left upper lobe
snomed:Apical_segment_of_upper_lobe_of_lung	apical segment of upper lobe of lung
snomed:Segment_of_upper_lobe_of_left_lung	segment of upper lobe of left lung
snomed:Left	left
snomed:Bronchopulmonary_segment_structure	bronchopulmonary segment structure
snomed:Apocrine_gland_structure	apocrine gland structure
snomed:Exocrine_gland_structure	exocrine gland structure
snomed:Skin_appendage_structure	skin appendage structure
snomed:Duct_organ_part	duct organ part
snomed:Apocrine_sweat_gland_structure	apocrine sweat gland structure
snomed:Sweat_gland_structure	sweat gland structure
snomed:Aponeurosis_structure	aponeurosis structure
snomed:Structure_of_musculoskeletal_system	structure of musculoskeletal system
snomed:Apophysis	apophysis
snomed:Bone_part	bone part
snomed:Appearance_of_hair	appearance of hair
snomed:Hair_observable	hair observable
snomed:Appearances	appearances
snomed:Appendix_structure	appendix structure
snomed:Intestinal_mucous_membrane_structure	intestinal mucous membrane structure
snomed:Structure_of_soft_tissues_of_abdomen	structure of soft tissues of abdomen
snomed:Gastrointestinal_muscular_layer_structure	gastrointestinal muscular layer structure
snomed:Tunica_submucosa	tunica submucosa
snomed:Appendicocecostomy	appendicocecostomy
snomed:Operation_on_appendix	operation on appendix
snomed:Testis_structure	testis structure
snomed:Appendix_sample	appendix sample
snomed:Specimen_from_large_intestine	specimen from large intestine
snomed:Aqueduct_of_Sylvius_anomaly	aqueduct of sylvius anomaly
snomed:Congenital_and_developmental_anomalies_of_the_nervous_system	congenital and developmental anomalies of the nervous system
snomed:Disorder_of_brain	disorder of brain
snomed:Developmental_anomaly	developmental anomaly
snomed:Structure_of_cerebral_aqueduct	structure of cerebral aqueduct
snomed:Aqueous_humor	aqueous humor
snomed:Eye_fluid	eye fluid
snomed:Aqueous_humor_sample	aqueous humor sample
snomed:Eye_fluid_sample	eye fluid sample
snomed:Structure_of_aqueous_humor	structure of aqueous humor
snomed:Arachnoid_structure	arachnoid structure
snomed:Leptomeninges_structure	leptomeninges structure
snomed:Aralkylamine	aralkylamine
snomed:Bone_structure_of_atlas	bone structure of atlas
snomed:Cerebellar_hemisphere_structure	cerebellar hemisphere structure
snomed:Structure_of_Brodmann_areas_17_striate_cortex_18_parastriate_cortex_and_19_peristriate_cortex_of_the_occipital_lobe	structure of brodmann areas 17 striate cortex 18 parastriate cortex and 19 peristriate cortex of the occipital lobe
snomed:Areola_finding	areola finding
snomed:Nipple_finding	nipple finding
snomed:Areola_structure	areola structure
snomed:Nipple_structure	nipple structure
snomed:Breast_part	breast part
snomed:Arginine	arginine
snomed:Basic_amino_acid	basic amino acid
snomed:Essential_amino_acid	essential amino acid
snomed:Arm_repair	arm repair
snomed:Procedure_on_upper_arm	procedure on upper arm
snomed:Surgical_repair_of_upper_extremity	surgical repair of upper extremity
snomed:Upper_arm_structure	upper arm structure
snomed:Aromatic_amino_acid	aromatic amino acid
snomed:Arterial_anastomosis	arterial anastomosis
snomed:Repair_of_artery	repair of artery
snomed:Arterial_structure	arterial structure
snomed:Arterial_site	arterial site
snomed:Arterial_finding	arterial finding
snomed:Blood_vessel_finding	blood vessel finding
snomed:Arterial_malformation	arterial malformation
snomed:Disorder_of_artery	disorder of artery
snomed:Blood_vessel_part	blood vessel part
snomed:Specific_site	specific site
snomed:Arterial_system_structure	arterial system structure
snomed:Arterial_structure_of_spleen	arterial structure of spleen
snomed:Vascular_structure_of_spleen	vascular structure of spleen
snomed:Structure_of_cardiovascular_system	structure of cardiovascular system
snomed:Arteriovenous_anastomosis	arteriovenous anastomosis
snomed:Artery_of_circle_of_Willis	artery of circle of willis
snomed:Structure_of_circle_of_Willis	structure of circle of willis
snomed:Artery_of_female_pelvic_region	artery of female pelvic region
snomed:Female_structure	female structure
snomed:Artery_of_head_neck_AND_OR_brain_left	artery of head neck and or brain left
snomed:Structure_of_artery_of_head_neck_AND_OR_brain	structure of artery of head neck and or brain
snomed:Structure_of_left_half_of_body	structure of left half of body
snomed:Artery_of_head_neck_AND_OR_brain_right	artery of head neck and or brain right
snomed:Structure_of_right_half_of_body	structure of right half of body
snomed:Right	right
snomed:Artery_of_internal_nose	artery of internal nose
snomed:Vascular_structure_of_internal_nose	vascular structure of internal nose
snomed:Male_structure	male structure
snomed:Artery_of_mediastinum	artery of mediastinum
snomed:Artery_of_thorax	artery of thorax
snomed:Mediastinal_structure	mediastinal structure
snomed:Artery_of_spermatic_cord	artery of spermatic cord
snomed:Vascular_spermatic_cord_structure	vascular spermatic cord structure
snomed:Structure_of_artery_of_thorax_AND_OR_abdomen	structure of artery of thorax and or abdomen
snomed:Thoracic_structure	thoracic structure
snomed:Artery_of_trunk	artery of trunk
snomed:Artery_sample	artery sample
snomed:Cardiovascular_sample	cardiovascular sample
snomed:Arthropathy	arthropathy
snomed:Disorder_of_musculoskeletal_system	disorder of musculoskeletal system
snomed:Joint_structure	joint structure
snomed:Arthropathy_of_elbow	arthropathy of elbow
snomed:Disorder_of_elbow	disorder of elbow
snomed:Finding_of_elbow_joint	finding of elbow joint
snomed:Elbow_joint_structure	elbow joint structure
snomed:Arthropathy_of_joint_of_hand	arthropathy of joint of hand
snomed:Disorder_of_hand	disorder of hand
snomed:Hand_joint_structure	hand joint structure
snomed:Arthropathy_of_knee_joint	arthropathy of knee joint
snomed:Disorder_of_knee	disorder of knee
snomed:Knee_joint_finding	knee joint finding
snomed:Knee_joint_structure	knee joint structure
snomed:Arthropathy_of_pelvis	arthropathy of pelvis
snomed:Joint_structure_of_pelvis	joint structure of pelvis
snomed:Arthropathy_of_spinal_facet_joint	arthropathy of spinal facet joint
snomed:Disorder_of_joint_of_spine	disorder of joint of spine
snomed:Zygapophyseal_joint_structure	zygapophyseal joint structure
snomed:Arthroplasty_of_hand	arthroplasty of hand
snomed:Arthroplasty_of_the_wrist_and_or_hand	arthroplasty of the wrist and or hand
snomed:Hand_repair	hand repair
snomed:Arthroplasty_of_knee	arthroplasty of knee
snomed:Knee_joint_operation	knee joint operation
snomed:Musculoskeletal_system_repair	musculoskeletal system repair
snomed:Surgical_repair_of_lower_extremity	surgical repair of lower extremity
snomed:Operative_procedure_on_hand	operative procedure on hand
snomed:Procedure_on_joint_of_upper_extremity	procedure on joint of upper extremity
snomed:Joint_structure_of_wrist_and_or_hand	joint structure of wrist and or hand
snomed:Hand_structure	hand structure
snomed:Articular_cartilage_disorder	articular cartilage disorder
snomed:Cartilage_disorder	cartilage disorder
snomed:Structure_of_articular_cartilage	structure of articular cartilage
snomed:Disorder_of_lower_leg	disorder of lower leg
snomed:Finding_of_ankle_or_foot	finding of ankle or foot
snomed:Disorder_of_hip_joint	disorder of hip joint
snomed:Articular_cartilage_disorder_of_upper_arm	articular cartilage disorder of upper arm
snomed:Disorder_of_upper_arm	disorder of upper arm
snomed:Disorder_of_wrist_joint	disorder of wrist joint
snomed:Hip_joint_structure	hip joint structure
snomed:Wrist_joint_structure	wrist joint structure
snomed:Temporomandibular_joint_disorder	temporomandibular joint disorder
snomed:Bone_structure_of_axis	bone structure of axis
snomed:Articular_system_structure	articular system structure
snomed:Articular_tissue_sample	articular tissue sample
snomed:Structure_of_articular_surface_of_bone	structure of articular surface of bone
snomed:Temporal_bone_structure	temporal bone structure
snomed:Temporomandibular_joint_structure	temporomandibular joint structure
snomed:Superior_laryngeal_aperture_structure	superior laryngeal aperture structure
snomed:Arytenoid_cartilage_structure	arytenoid cartilage structure
snomed:Laryngeal_cartilage_structure	laryngeal cartilage structure
snomed:Arytenoid_finding	arytenoid finding
snomed:Bone_finding	bone finding
snomed:Cartilage_finding	cartilage finding
snomed:Larynx_finding	larynx finding
snomed:Pharyngeal_finding	pharyngeal finding
snomed:Ascending_aorta_structure	ascending aorta structure
snomed:Right_pulmonary_artery_branch	right pulmonary artery branch
snomed:Region_of_colon	region of colon
snomed:Right_colon_structure	right colon structure
snomed:Ascending_spinal_cord_tract	ascending spinal cord tract
snomed:Spinal_cord_white_matter_structure	spinal cord white matter structure
snomed:Ascitic_fluid	ascitic fluid
snomed:Peritoneal_fluid	peritoneal fluid
snomed:Ascitic_fluid_sample	ascitic fluid sample
snomed:Peritoneal_fluid_sample	peritoneal fluid sample
snomed:Peritoneal_cavity_structure	peritoneal cavity structure
snomed:Aspartic_acid	aspartic acid
snomed:Aspect_of_penis	aspect of penis
snomed:Penis_part	penis part
snomed:Association_fibers_and_tracts	association fibers and tracts
snomed:Brain_tissue_structure	brain tissue structure
snomed:Astrocyte	astrocyte
snomed:Glial_cell	glial cell
snomed:Atlantooccipital_joint_structure	atlantooccipital joint structure
snomed:Joint_structure_of_first_cervical_vertebra	joint structure of first cervical vertebra
snomed:Joint_structure_of_head	joint structure of head
snomed:Synovial_joint_structure	synovial joint structure
snomed:Membrane_organ_structure	membrane organ structure
snomed:Atrial_operation	atrial operation
snomed:Operation_on_heart	operation on heart
snomed:Atrial_structure	atrial structure
snomed:Cardiac_plexus	cardiac plexus
snomed:Cardiac_chamber_structure	cardiac chamber structure
snomed:Ventricular_conducting_pathway	ventricular conducting pathway
snomed:Cardiac_internal_structure	cardiac internal structure
snomed:Atrioventricular_valve	atrioventricular valve
snomed:Attribute	attribute
snomed:Linkage_concept	linkage concept
snomed:Auditory_area_of_cortex	auditory area of cortex
snomed:Region_of_temporal_cortex	region of temporal cortex
snomed:Nervous_system_pathway_structure	nervous system pathway structure
snomed:Structure_of_central_auditory_system	structure of central auditory system
snomed:Auditory_projection_area_structure	auditory projection area structure
snomed:Structure_of_superior_temporal_gyrus	structure of superior temporal gyrus
snomed:Entire_skeletal_muscle_of_head	entire skeletal muscle of head
snomed:Helix_structure	helix structure
snomed:Autonomic_agent	autonomic agent
snomed:Autonomic_drug	autonomic drug
snomed:Autonomic_nerve_structure	autonomic nerve structure
snomed:Peripheral_nerve_structure	peripheral nerve structure
snomed:Structure_of_peripheral_part_of_autonomic_nervous_system	structure of peripheral part of autonomic nervous system
snomed:Autonomic_nervous_system_structure	autonomic nervous system structure
snomed:Structure_of_nervous_system	structure of nervous system
snomed:Autonomic_plexus_ganglia_structure	autonomic plexus ganglia structure
