Class-IRI	Class-Text
nci:Adrenal_Rest_Neoplasm	adrenal rest neoplasm <sep> adrenal rest tumor
nci:Benign_Reproductive_System_Neoplasm	benign reproductive system neoplasm
nci:Congenital_Adrenal_Hyperplasia	congenital adrenal gland hyperplasia <sep> congenital adrenal hyperplasia
nci:Embryonic_Tissue	embryonic tissue
nci:Reproductive_System	reproductive system
nci:Adrenergic_Agent	adrenergic agent
nci:Adrenocorticotropic_Hormone	acth <sep> adrenocorticotropic hormone <sep> adrenocorticotropin <sep> corticotropin
nci:Pituitary_Hormone	pituitary hormone
nci:POMC_Gene	pomc <sep> pomc gene <sep> proopiomelanocortin (adrenocorticotropin/ beta-lipotropin/ alpha-melanocyte stimulating hormone/ beta-melanocyte stimulating hormone/ beta-endorphin) gene
nci:Peptide_Hormone	peptide hormone
nci:Intercellular_Communication	cell to cell communication and signaling <sep> cell-cell signaling <sep> intercellular communication
nci:Stress_Response_Signaling	stress response signaling
nci:Adult_Angiosarcoma	adult angiosarcoma <sep> adult hemangiosarcoma
nci:Adulthood_Lesion	adulthood lesion <sep> lesion arising during adulthood <sep> lesion arising in adulthood
nci:Adult_Astrocytic_Tumor	adult astrocytic neoplasm <sep> adult astrocytic tumor <sep> adult astrocytic tumour
nci:Adult_Central_Nervous_System_Neoplasm	adult cns neoplasm <sep> adult cns neoplasms <sep> adult cns tumor <sep> adult cns tumors <sep> adult central nervous system neoplasm <sep> adult central nervous system neoplasms <sep> adult central nervous system tumor <sep> adult central nervous system tumors <sep> neoplasm of adult cns <sep> neoplasm of adult central nervous system <sep> neoplasm of the adult cns <sep> neoplasm of the adult central nervous system <sep> tumor of adult cns <sep> tumor of adult central nervous system <sep> tumor of the adult cns <sep> tumor of the adult central nervous system
nci:Astrocytic_Tumor	astrocytic neoplasm <sep> astrocytic tumor <sep> astroglioma
nci:Adult_Brain_Medulloblastoma	adult brain medulloblastoma
nci:Adult_Medulloblastoma	adult medulloblastoma
nci:Intracranial_Primitive_Neuroectodermal_Neoplasm	intracranial pnet <sep> intracranial primitive neuroectodermal neoplasm <sep> intracranial primitive neuroectodermal tumor
nci:Malignant_Adult_Brain_Neoplasm	brain neoplasms, adult, malignant <sep> malignant adult brain neoplasm <sep> malignant adult brain tumor <sep> malignant tumor of adult brain <sep> malignant tumor of the adult brain
nci:Brain	brain <sep> brain, nervous system <sep> nervous system, brain
nci:Adult_Brain_Neoplasm	adult brain neoplasm <sep> adult brain tumor <sep> brain neoplasms, adult <sep> neoplasm of adult brain <sep> neoplasm of the adult brain <sep> tumor of adult brain <sep> tumor of the adult brain
nci:Adult_Intracranial_Neoplasm	adult intracranial neoplasm <sep> adult intracranial neoplasms <sep> adult intracranial tumor
nci:Brain_Neoplasm	brain neoplasm <sep> brain neoplasms <sep> brain tumor <sep> neoplasm of brain <sep> neoplasm of the brain <sep> tumor of brain <sep> tumor of the brain
nci:Adult_Brain_Stem_Astrocytoma	adult brain stem astrocytoma <sep> adult brainstem astrocytoma
nci:Adult_Brain_Stem_Glioma	adult brain stem glioma <sep> adult brainstem glioma <sep> adult brainstem neuroglial neoplasm <sep> adult brainstem neuroglial tumor <sep> glioma of adult brain stem <sep> glioma of the adult brain stem
nci:Brain_Stem_Astrocytoma	brain stem astrocytoma <sep> brainstem astrocytoma
nci:Adult_Brain_Stem_Neoplasm	adult brain stem neoplasm <sep> adult brain stem tumor <sep> adult brainstem neoplasm <sep> adult brainstem tumor <sep> neoplasm of adult brain stem <sep> neoplasm of adult brainstem <sep> neoplasm of the adult brain stem <sep> neoplasm of the adult brainstem <sep> tumor of adult brain stem <sep> tumor of adult brainstem <sep> tumor of the adult brain stem <sep> tumor of the adult brainstem
nci:Brain_Stem_Glioma	brain stem glioma <sep> brain stem neuroglial neoplasm <sep> brain stem neuroglial tumor <sep> brainstem glioma <sep> brainstem neuroglial neoplasm <sep> brainstem neuroglial tumor <sep> glioma of brain stem <sep> glioma of brainstem <sep> glioma of the brain stem <sep> glioma of the brainstem
nci:Adult_Brain_Stem_Mixed_Glioma	adult brain stem mixed glioma <sep> adult brainstem mixed glioma
nci:Mixed_Glioma	mixed glial neoplasm <sep> mixed glial tumor <sep> mixed glioma <sep> mixed neuroglial neoplasm <sep> mixed neuroglial tumor <sep> mixed gliomas
nci:Brain_Stem_Neoplasm	brain stem neoplasm <sep> brain stem neoplasms <sep> brain stem tumor <sep> brainstem neoplasm <sep> brainstem tumor <sep> neoplasm of brain stem <sep> neoplasm of brainstem <sep> neoplasm of the brain stem <sep> neoplasm of the brainstem <sep> tumor of brain stem <sep> tumor of brainstem <sep> tumor of the brain stem <sep> tumor of the brainstem
nci:Adult_Cardiac_Cellular_Rhabdomyoma	adult cardiac cellular rhabdomyoma
nci:Cardiac_Rhabdomyoma	cardiac rhabdomyoma <sep> heart rhabdomyoma <sep> rhabdomyoma of heart <sep> rhabdomyoma of the heart
nci:Neoplastic_Striated_Muscle_Cell_with_Eosinophilic_Granular_Cytoplasm	neoplastic striated muscle cell with eosinophilic granular cytoplasm
nci:Adult_Central_Nervous_System_Choriocarcinoma	adult cns choriocarcinoma <sep> adult central nervous system choriocarcinoma <sep> choriocarcinoma of adult cns <sep> choriocarcinoma of adult central nervous system <sep> choriocarcinoma of the adult cns <sep> choriocarcinoma of the adult central nervous system
nci:Adult_Central_Nervous_System_Germ_Cell_Neoplasm	adult cns germ cell neoplasm <sep> adult cns germ cell tumor <sep> adult central nervous system germ cell neoplasm <sep> adult central nervous system germ cell tumor <sep> germ cell neoplasm of adult cns <sep> germ cell neoplasm of adult central nervous system <sep> germ cell neoplasm of the adult cns <sep> germ cell neoplasm of the adult central nervous system <sep> germ cell tumor of adult cns <sep> germ cell tumor of adult central nervous system <sep> germ cell tumor of the adult cns <sep> germ cell tumor of the adult central nervous system
nci:Central_Nervous_System_Choriocarcinoma	central nervous system choriocarcinoma <sep> choriocarcinoma of cns <sep> choriocarcinoma of the cns
nci:Adult_Central_Nervous_System_Embryonal_Carcinoma	adult cns embryonal carcinoma <sep> adult central nervous system embryonal carcinoma <sep> embryonal carcinoma of adult cns <sep> embryonal carcinoma of adult central nervous system <sep> embryonal carcinoma of the adult cns <sep> embryonal carcinoma of the adult central nervous system
nci:Embryonal_Carcinoma_of_the_CNS	central nervous system embryonal carcinoma <sep> embryonal carcinoma of cns <sep> embryonal carcinoma of the central nervous system
nci:Central_Nervous_System_Germ_Cell_Neoplasm	cns germ cell neoplasm <sep> cns germ cell tumor <sep> central nervous system germ cell neoplasm <sep> central nervous system germ cell tumor <sep> germ cell neoplasm of cns <sep> germ cell neoplasm of central nervous system <sep> germ cell neoplasm of the cns <sep> germ cell neoplasm of the central nervous system <sep> germ cell tumor of cns <sep> germ cell tumor of central nervous system <sep> germ cell tumor of the cns <sep> germ cell tumor of the central nervous system
nci:Adult_Central_Nervous_System_Germinoma	adult cns germinoma <sep> adult central nervous system germinoma <sep> germinoma of adult cns <sep> germinoma of adult central nervous system <sep> germinoma of the adult cns <sep> germinoma of the adult central nervous system
nci:Germinoma_of_the_Central_Nervous_System	central nervous system germinoma <sep> germinoma of cns <sep> germinoma of central nervous system <sep> germinoma of the cns <sep> germinoma of the central nervous system
nci:Adult_Central_Nervous_System_Mixed_Germ_Cell_Neoplasm	adult central nervous system mixed germ cell tumor
nci:Mixed_Germ_Cell_Neoplasms_of_the_Central_Nervous_System	cns mixed germ cell tumor <sep> central nervous system mixed germ cell tumor <sep> mixed germ cell neoplasm of the central nervous system <sep> mixed germ cell tumor of cns <sep> mixed germ cell tumor of the cns <sep> mixed germ cell tumor of the central nervous system
nci:Central_Nervous_System_Neoplasm	cns neoplasm <sep> cns neoplasms <sep> cns tumor <sep> cns tumors <sep> central nervous system neoplasm <sep> central nervous system neoplasms <sep> central nervous system tumor <sep> central nervous system tumors <sep> neoplasm of cns <sep> neoplasm of central nervous system <sep> neoplasm of the cns <sep> neoplasm of the central nervous system <sep> tumor of cns <sep> tumor of central nervous system <sep> tumor of the cns <sep> tumor of the central nervous system
nci:Adult_Central_Nervous_System_Primitive_Neuroectodermal_Tumor	adult cns pnet <sep> adult cns primitive neuroectodermal neoplasm <sep> adult cns primitive neuroectodermal tumor <sep> adult central nervous system primitive neuroectodermal neoplasm <sep> adult central nervous system primitive neuroectodermal tumor <sep> adult central primitive neuroectodermal neoplasm <sep> adult central primitive neuroectodermal tumour
nci:Central_Nervous_System_Primitive_Neuroectodermal_Tumor	cns pnet <sep> cns primitive neuroectodermal neoplasm <sep> cns primitive neuroectodermal tumor <sep> central nervous system pnet <sep> central nervous system primitive neuroectodermal neoplasm <sep> central nervous system primitive neuroectodermal tumor <sep> central primitive neuroectodermal neoplasm <sep> central primitive neuroectodermal tumor
nci:Adult_Cerebellar_Neoplasm	adult cerebellar neoplasm <sep> adult cerebellar neoplasms <sep> adult cerebellar tumor <sep> adult cerebellar tumors <sep> neoplasm of adult cerebellum <sep> neoplasm of the adult cerebellum <sep> tumor of adult cerebellum <sep> tumor of the adult cerebellum
nci:Cerebellar_Neoplasm	cerebellar neoplasm <sep> cerebellar tumor <sep> neoplasm of cerebellum <sep> neoplasm of the cerebellum <sep> tumor of cerebellum <sep> tumor of the cerebellum
nci:Adult_Diffuse_Large_B-Cell_Lymphoma	adult diffuse large b-cell lymphoma
nci:Adult_Non-Hodgkin_s_Lymphoma	adult nhl <sep> adult non-hodgkin lymphoma <sep> adult non-hodgkin's lymphoma
nci:Diffuse_Large_B-Cell_Lymphoma	dlbcl <sep> diffuse large b-cell lymphoma
nci:Lymphadenopathy	adenopathy <sep> lymphadenopathy <sep> lymphatic disorders
nci:Adult_Ependymal_Tumor	adult ependymal tumor
nci:Ependymal_Tumor	ependymal neoplasm <sep> ependymal neoplasms <sep> ependymal tumor <sep> ependymal tumors
nci:Adult_Ependymoblastoma	adult ependymoblastoma
nci:Ependymoblastoma	ependymoblastoma
nci:Adult_Hodgkin_s_Lymphoma	adult hd <sep> adult hodgkin lymphoma <sep> adult hodgkin's disease <sep> adult hodgkin's lymphoma
nci:Adult_Lymphoma	adult lymphoma
nci:Hodgkin_s_Lymphoma	hl <sep> hodgkin lymphoma <sep> hodgkin's disease <sep> hodgkin's lymphoma
nci:Adult_Infiltrating_Astrocytoma	adult infiltrating astrocytic neoplasm <sep> adult infiltrating astrocytic tumor
nci:Infiltrative_Pattern	infiltrative growth
nci:Intracranial_Neoplasm	intracranial central nervous system neoplasms <sep> intracranial central nervous system tumors <sep> intracranial neoplasm <sep> intracranial tumor <sep> intracranial tumors
nci:Adult_Leptomeningeal_Melanoma	adult leptomeningeal melanoma <sep> melanoma of adult leptomeninges <sep> melanoma of the adult leptomeninges
nci:Leptomeningeal_Melanoma	leptomeningeal melanoma <sep> melanoma of leptomeninges <sep> melanoma of the leptomeninges <sep> meningeal melanoma
nci:NF-2_Tumor-Suppressor_Gene_Inactivation	nf-2 tumor-suppressor gene inactivation <sep> nf2 gene inactivation <sep> nf2 tumor-suppressor gene inactivation
nci:Adult_Liposarcoma	adult liposarcoma
nci:Liposarcoma	liposarcoma
nci:Adult_Liver_Carcinoma	adult liver carcinoma <sep> adult primary cancer of liver <sep> adult primary cancer of the liver <sep> adult primary liver cancer <sep> adult primary liver carcinoma
nci:Hepatic_Disorder	hepatic disorder <sep> liver disease <sep> liver disorder
nci:Liver_and_Intrahepatic_Biliary_Tract_Carcinoma	cancer of liver <sep> cancer of liver and intrahepatic biliary tract <sep> cancer of the liver <sep> cancer of the liver and intrahepatic biliary tract <sep> hepatic cancer <sep> liver cancer <sep> liver and intrahepatic bile duct cancer <sep> liver and intrahepatic bile duct carcinoma <sep> liver and intrahepatic biliary tract cancer <sep> liver and intrahepatic biliary tract carcinoma <sep> primary liver carcinoma
nci:Lymphoma	lymphoma <sep> lymphoma (hodgkin and non-hodgkin) <sep> lymphoma (hodgkin's and non-hodgkin's) <sep> malignant lymphoma
nci:Medulloblastoma	medulloblastoma <sep> medulloblastomas
nci:Non-Hodgkin_s_Lymphoma	nhl <sep> non-hodgkin lymphoma <sep> non-hodgkin's lymphoma
nci:Adult_Pineal_Parenchymal_Cell_Neoplasm	adult pineal gland neoplasm <sep> adult pineal gland tumor <sep> adult pineal parenchymal cell neoplasm <sep> adult pineal parenchymal cell tumor <sep> adult pineal parenchymal neoplasm <sep> adult pineal parenchymal tumor <sep> parenchymal neoplasm of adult pineal gland <sep> parenchymal neoplasm of the adult pineal gland <sep> parenchymal tumor of adult pineal gland <sep> parenchymal tumor of the adult pineal gland
nci:Pineal_Parenchymal_Cell_Neoplasm	neoplasm of pineal gland <sep> neoplasm of the pineal gland <sep> pineal gland neoplasm <sep> pineal gland tumor <sep> pineal parenchymal cell neoplasm <sep> pineal parenchymal cell tumor <sep> pineal parenchymal neoplasm <sep> pineal parenchymal tumor <sep> pineocytic neoplasm <sep> pineocytic tumor <sep> tumor of pineal gland <sep> tumor of the pineal gland
nci:Adult_Pineocytoma	adult pineocytoma
nci:Benign_Adult_Brain_Neoplasm	benign adult brain neoplasm <sep> benign adult brain tumor <sep> benign neoplasm of adult brain <sep> benign neoplasm of the adult brain <sep> benign tumor of adult brain <sep> benign tumor of the adult brain <sep> brain neoplasms, adult, benign
nci:Pineocytoma	pineocytoma
nci:Adult_Rhabdomyoma	adult rhabdomyoma
nci:Extracardiac_Rhabdomyoma	extracardiac rhabdomyoma
nci:Neoplastic_Large_Striated_Muscle_Cell_with_Clear_Cytoplasm	neoplastic large striated muscle cell with clear cytoplasm
nci:Spider_Cell	spider cell
nci:Adult_Soft_Tissue_Sarcoma	adult sarcoma of soft tissue <sep> adult sarcoma of the soft tissue <sep> adult soft tissue sarcoma
nci:Soft_Tissue_Sarcoma	connective tissue sarcoma <sep> sarcoma of soft tissue <sep> sarcoma of the soft tissue <sep> soft tissue sarcoma
nci:Adult_Spinal_Cord_Neoplasm	adult spinal cord neoplasm <sep> adult spinal cord tumor
nci:Spinal_Cord_Neoplasm	neoplasm of spinal cord <sep> neoplasm of the spinal cord <sep> spinal cord neoplasm <sep> spinal cord tumor <sep> tumor of spinal cord <sep> tumor of the spinal cord
nci:Adult_Supratentorial_Primitive_Neuroectodermal_Tumor	adult supratentorial primitive neuroectodermal tumor
nci:Supratentorial_Primitive_Neuroectodermal_Tumor	supratentorial pnet <sep> supratentorial primitive neuroectodermal tumor
nci:Advanced_Malignant_Mesothelioma	advanced malignant mesothelioma
nci:Malignant_Mesothelioma	malignant mesothelial neoplasm <sep> malignant mesothelial tumor <sep> malignant mesothelioma <sep> malignant neoplasm of mesothelium <sep> malignant neoplasm of the mesothelium <sep> malignant tumor of mesothelium <sep> malignant tumor of the mesothelium
nci:Extensive_Stage_Lesion	extensive stage lesion
nci:Advanced_Malignant_Neoplasm	advanced cancer <sep> advanced malignant neoplasm
nci:Metastatic_Malignant_Neoplasm	metastatic cancer <sep> metastatic malignant neoplasm
nci:Aggravated_Disease	aggravated disease
nci:Aggravated_Malignant_Neoplasm	aggravated malignant neoplasm
nci:Malignant_Neoplasm	ca <sep> cancer <sep> malignancy <sep> malignant neoplasm <sep> malignant tumor
nci:Aggressive_Angiomyxoma	"aggressive angiomyxoma <sep> deep ""aggressive"" angiomyxoma <sep> deep angiomyxoma"
nci:Angiomyxoma	angiomyxoma
nci:Recurrent_Disease	recurrent disease <sep> relapse <sep> relapse, site not specified <sep> relapsed disease
nci:Deep_Lesion	deep lesion
nci:Aggressive_Clinical_Course	aggressive clinical course
nci:Aggressive_Digital_Papillary_Adenocarcinoma	digital papillary carcinoma <sep> digital papillary eccrine carcinoma <sep> papillary digital eccrine carcinoma
nci:Eccrine_Papillary_Adenocarcinoma	papillary eccrine carcinoma
nci:Micropapillary_Pattern	micropapillary pattern
nci:Digit	digit <sep> digital
nci:Aggressive_Osteoblastoma	aggressive osteoblastoma
nci:Osteogenic_Neoplasm	osseous neoplasm <sep> osseous tumor <sep> osteogenic neoplasm <sep> osteogenic tumor
nci:Cystic_Changes	cystic change <sep> cystic changes <sep> cystic structures present
nci:Epithelioid_Osteoblast	epithelioid osteoblast
nci:Lesion_with_Diameter_of_More_than_2cm	lesion with diameter greater than 2cm <sep> lesion with diameter of more than 2cm
nci:Nidus_Formation	nidus formation
nci:Osteoid_Formation	osteoid formation
nci:Bone	bone <sep> bones <sep> osseous
nci:Aggressive_Papillary_Tumor_of_the_Temporal_Bone	aggressive papillary tumor of the temporal bone
nci:Papillary_Epithelial_Neoplasm	papillary epithelial neoplasm
nci:Temporal_Bone	temporal bone
nci:Alanine	alanine <sep> ala <sep> s)-2-aminopropanoic acid
nci:Dietary_Amino_Acid	dietary amino acid
nci:Non-Essential_Amino_Acid	non-essential amino acid <sep> nonessential amino acid
nci:Alcohol_Chemical_Class	alcohol [chemical class] <sep> alcohols
nci:Organic_Chemical	organic chemical
nci:Aleukemic_Leukemia	aleukemic leukemia
nci:Negative_Peripheral_Blood	negative peripheral blood
nci:Aleukemic_Leukemia_Cutis	aleukemic leukemia cutis
nci:Erythema	erythema
nci:Skin	integument <sep> skin
nci:Aleukemic_Lymphoid_Leukemia	aleukemic lymphatic leukemia <sep> aleukemic lymphogenous leukemia <sep> aleukemic lymphoid leukemia
nci:Lymphoid_Leukemia	lymphocytic leukemia <sep> lymphogenous leukemia <sep> lymphoid leukemia
nci:Allergy_Chemokine_Network_Pathway	allergy chemokine network pathway <sep> the role of eosinophils in the chemokine network of allergy
nci:Immune_Response_Regulation_Pathway	immune response regulation pathway
