Entity-IRI	Entity-Lexicon
fma:Beta_cell	beta cell
fma:Biceps_brachii	biceps brachii <sep> musculus biceps brachii
fma:Muscle_of_anterior_compartment_of_arm	muscle of anterior compartment of arm
fma:Biceps_femoris	biceps femoris <sep> musculus biceps femoris
fma:Muscle_of_posterior_compartment_of_thigh	muscle of posterior compartment of thigh <sep> posterior femoral muscle
fma:Bile	bile
fma:Secretion	secretion
fma:Bile_canaliculus	bile canaliculus
fma:Interstitial_space	interstitial space
fma:Bile_duct	bile duct <sep> biliary duct <sep> ductus biliaris <sep> ductus choledochus
fma:Segment_of_biliary_tree	biliary tree segment <sep> biliary tributary <sep> segment of biliary tree
fma:Biliary_system	biliary apparatus <sep> biliary system <sep> biliary tract
fma:Subdivision_of_gastrointestinal_system	gastrointestinal system subdivision <sep> subdivision of gastrointestinal system
fma:Biliary_tree	biliary tree
fma:Hollow_tree_organ	hollow tree organ
fma:Secondary_anatomical_coordinate	secondary anatomical coordinate
fma:Biogenic_amine	biogenic amine
fma:Biogenic_peptide	biogenic peptide
fma:Blast_cell	blast cell
fma:Blastocyst	blastocyst <sep> blastula
fma:Embryonic_structure	embryonic structure
fma:Blastomere	blastomere
fma:Blood_cell	blood cell
fma:Blood_vessel	blood vessel
fma:Blood_vessel_viewed_macroscopically	blood vessel viewed macroscopically <sep> macroscopic blood vessel
fma:Space_of_compartment_of_trunk	space of compartment of trunk
fma:Body_compartment_subdivision	body compartment subdivision
fma:Compartment_of_trunk	compartment of trunk <sep> trunk compartment
fma:Body_of_corpus_callosum	body of corpus callosum <sep> corpus callosum body <sep> corpus callosum, body <sep> trunk of corpus callosum <sep> corpus callosum truncus <sep> corpus callosum, corpus <sep> truncus corporis callosi <sep> truncus corpus callosi
fma:Subdivision_of_corpus_callosum	corpus callosum subdivision <sep> subdivision of corpus callosum
fma:Body_of_epididymis	body of epididymis <sep> epididymal body <sep> epididymis body <sep> corpus epididymidis
fma:Zone_of_epididymis	epididymis zone <sep> zone of epididymis
fma:Body_of_gallbladder	body of gallbladder <sep> gallbladder body <sep> corpus vesicae biliaris <sep> corpus vesicae felleae
fma:Zone_of_gallbladder	gallbladder zone <sep> zone of gallbladder
fma:Body_of_lateral_ventricle	body of lateral ventricle <sep> central part of lateral ventricle <sep> lateral ventricular body <sep> corpus ventriculi lateralis <sep> pars centralis (ventriculi lateralis) <sep> pars centralis ventriculi lateralis <sep> ventriculus lateralis, corpus <sep> ventriculus lateralis, pars centralis
fma:Subdivision_of_lateral_ventricle	lateral ventricular subdivision <sep> subdivision of lateral ventricle
fma:Subdivision_of_nail	nail subdivision <sep> subdivision of nail
fma:Body_of_organ	body of organ <sep> organ body
fma:Zone_of_organ	organ region with floating fiat boundary <sep> organ sector <sep> organ zone <sep> zone of organ
fma:Body_of_pancreas	body of pancreas <sep> pancreatic body <sep> corpus pancreatis
fma:Zone_of_pancreas	pancreatic zone <sep> zone of pancreas
fma:Body_of_penis	body of penis <sep> penile body <sep> shaft of penis <sep> corpus penis
fma:Subdivision_of_urogenital_part_of_male_perineum	subdivision of urogenital part of male perineum
fma:Body_of_rib	body of rib <sep> rib body <sep> shaft of rib <sep> corpus costae
fma:Body_of_stomach	body of stomach <sep> corpus gastricum (ventriculare) <sep> gastric body <sep> gastric corpus <sep> corpus gastricum
fma:Zone_of_stomach	gastric zone <sep> zone of stomach
fma:Body_of_uterus	body of uterus <sep> uterine body <sep> uterine corpus <sep> corpus uteri
fma:Zone_of_uterus	uterine zone <sep> zone of uterus
fma:Body_of_vertebra	body of vertebra <sep> corpus vertebrae (vertebrale) <sep> vertebral body <sep> corpus vertebrae
fma:Body_part_subdivision_cluster	body part subdivision cluster
fma:Bona_fide_anatomical_surface	bona fide anatomical surface
fma:Body_surface_region	body surface region
fma:Bone	bone
fma:Bone_marrow	bone marrow <sep> medulla ossea <sep> medulla ossium
fma:Zone_of_bone_organ	bone organ zone <sep> zone of bone organ
fma:Multipotent_stem_cell	multipotent cell <sep> multipotent stem cell <sep> multipotential stem cell
fma:Bone_of_capitate	bone of capitate <sep> bone of capitate bone
fma:Bone_of_carpal_bone	bone of carpal bone
fma:Bone_tissue_of_short_bone	bone tissue of short bone
fma:Bone_of_cuboid_bone	bone of cuboid <sep> bone of cuboid bone
fma:Bone_of_tarsal_bone	bone of tarsal bone
fma:Bone_of_hamate	bone of hamate <sep> bone of hamate bone
fma:Bone_of_lunate	bone of lunate <sep> bone of lunate bone
fma:Bone_of_pisiform	bone of pisiform <sep> bone of pisiform bone
fma:Bone_of_pubis	bone of pubis
fma:Bone_tissue	bone tissue
fma:Bone_of_radius	bone of radius
fma:Bone_tissue_of_long_bone	bone tissue of long bone
fma:Bone_of_scaphoid	bone of scaphoid <sep> bone of scaphoid bone
fma:Bone_of_talus	bone of talus
fma:Bone_of_trapezium	bone of trapezial bone <sep> bone of trapezium
fma:Bone_of_trapezoid	bone of trapezoid <sep> bone of trapezoid bone
fma:Bone_organ	bone organ
fma:Organ_with_cavitated_organ_parts	organ with cavitated organ parts
fma:Regular_connective_tissue	regular connective tissue
fma:Bony_labyrinth	bony labyrinth <sep> osseous labyrinth <sep> labyrinthus osseus
fma:Zone_of_petrous_part_of_temporal_bone	zone of petrous part of temporal bone
fma:Bony_zone_of_rib	bony zone of rib
fma:Zone_of_long_bone	long bone zone <sep> zone of long bone
fma:Border_of_nail	border of nail <sep> border of nail plate <sep> nail border
fma:Bowman_s_space	bowman's space <sep> urinary space
fma:Tissue_space	intrastitial space <sep> tissue space
fma:Brachial_artery	brachial artery <sep> brachial part of trunk of subclavian artery <sep> arteria brachialis
fma:Brachial_nerve_plexus	brachial nerve plexus <sep> brachial plexus <sep> plexus brachialis
fma:Limb_nerve_plexus	limb nerve plexus
fma:Brachial_vein	brachial vein
fma:Brachialis	brachialis <sep> casserio's muscle <sep> musculus brachialis
fma:Brachiocephalic_artery	brachiocephalic artery <sep> brachiocephalic trunk <sep> innominate artery <sep> truncus brachiocephalicus
fma:Systemic_artery	systemic arterial subtree <sep> systemic artery
fma:Brachiocephalic_vein	brachiocephalic vein <sep> brachiocephalic venous tree <sep> innominate vein <sep> vena brachiocephalica
fma:Brain	brain <sep> encephalon
fma:Organ_component_of_neuraxis	organ component of neuraxis
fma:Brainstem	brainstem <sep> truncus encephali
fma:Segment_of_brain	neuraxis segment <sep> segment of brain
fma:Branch_of_ophthalmic_artery	branch of ophthalmic artery <sep> ophthalmic arterial branch
fma:Branch_of_anterior_inferior_cerebellar_artery	anterior inferior cerebellar arterial branch <sep> branch of anterior inferior cerebellar artery
fma:Branch_of_arterial_anastomosis	arterial anastomosis branch <sep> branch of arterial anastomosis
fma:Branch_of_ascending_pharyngeal_artery	ascending pharyngeal arterial branch <sep> branch of ascending pharyngeal artery
fma:Subdivision_of_external_carotid_artery	branch of external carotid artery <sep> external carotid arterial subdivision <sep> subdivision of external carotid artery
fma:Branch_of_brachial_artery	brachial arterial branch <sep> branch of brachial artery
fma:Branch_of_common_interosseous_artery	branch of common interosseous artery <sep> common interosseous arterial branch
fma:Branch_of_ulnar_artery	branch of ulnar artery <sep> ulnar arterial branch
fma:Branch_of_cranial_nerve	branch of cranial nerve <sep> cranial neural branch
fma:Nerve	nerve <sep> neural subtree <sep> nervus
fma:Branch_of_facial_artery	branch of facial artery <sep> facial arterial branch
fma:Branch_of_inferior_alveolar_artery	branch of inferior alveolar artery <sep> inferior alveolar arterial branch
fma:Branch_of_maxillary_artery	branch of maxillary artery <sep> maxillary arterial branch
fma:Branch_of_inferior_phrenic_artery	branch of inferior phrenic arterial tree <sep> branch of inferior phrenic artery <sep> inferior phrenic arterial branch
fma:Branch_of_left_coronary_artery	branch of left coronary artery <sep> left coronary arterial branch
fma:Coronary_artery	coronary arterial tree <sep> coronary artery
fma:Branch_of_lingual_artery	branch of lingual artery <sep> lingual arterial branch
fma:Branch_of_medial_occipital_artery	branch of medial occipital artery <sep> medial occipital arterial branch
fma:Branch_of_posterior_cerebral_artery	branch of posterior cerebral artery <sep> posterior cerebral arterial branch
fma:Branch_of_middle_cerebral_artery	branch of middle cerebral artery <sep> middle cerebral arterial branch
fma:Branch_of_nerve_plexus	branch of nerve plexus <sep> neural plexus branch
fma:Branch_of_ophthalmic_nerve	branch of ophthalmic nerve <sep> ophthalmic neural branch
fma:Branch_of_trigeminal_nerve	branch of trigeminal nerve <sep> trigeminal neural branch
fma:Branch_of_peripheral_nerve	branch of peripheral nerve <sep> peripheral neural branch
fma:Branch_of_postcommunicating_part_of_anterior_cerebral_artery	branch of postcommunicating part of anterior cerebral artery
fma:Branch_of_posterior_inferior_cerebellar_artery	branch of posterior inferior cerebellar artery <sep> posterior inferior cerebellar arterial branch
fma:Branch_of_posterior_tibial_artery	branch of posterior tibial artery <sep> posterior tibial arterial branch
fma:Trunk_of_branch_of_popliteal_artery	trunk of branch of popliteal artery
fma:Branch_of_sacral_nerve_plexus	branch of sacral nerve plexus <sep> sacral neural plexus branch
fma:Branch_of_sciatic_nerve	branch of sciatic nerve <sep> sciatic neural branch
fma:Branch_of_sphenoid_part_of_middle_cerebral_artery	branch of m1 segment of middle cerebral artery <sep> branch of horizontal part of middle cerebral artery <sep> branch of sphenoid part of middle cerebral artery
fma:Branch_of_spinal_nerve	branch of spinal nerve <sep> spinal nerve tree organ part <sep> spinal neural branch
fma:Branch_of_superficial_palmar_arterial_arch	branch of superficial palmar arterial arch <sep> superficial palmar arterial arch branch
fma:Branch_of_superficial_temporal_artery	branch of superficial temporal artery <sep> superficial temporal arterial branch
fma:Branch_of_vertebral_artery	branch of vertebral artery <sep> vertebral arterial branch
fma:Branch_of_vestibulocochlear_nerve	branch of acoustic nerve <sep> branch of eighth cranial nerve <sep> branch of vestibulocochlear nerve <sep> vestibulocochlear neural branch
fma:Breast	breast <sep> mammary part of chest <sep> mammary region <sep> mamma
fma:Region_of_pectoral_part_of_chest	region of pectoral part of chest
fma:Broad_ligament_of_uterus	broad ligament of uterus <sep> broad uterine ligament <sep> ligamentum latum uteri
fma:Mesentery	mesentery <sep> mesenterium
fma:Broca_s_area	broca's area
fma:Bronchial_artery	bronchial arterial tree <sep> bronchial artery
fma:Organized_mucosa_associated_lymphoid_tissue	organized mucosa-associated lymphoid tissue
fma:Segment_of_tracheobronchial_tree	segment of tracheobronchial tree <sep> tracheobronchial tree segment
fma:Bronchial_vein	bronchial vein <sep> bronchial venous tree
fma:Bronchiolar_non_ciliated_cell	bronchiolar non-ciliated cell <sep> clara cell <sep> clara cell of bronchiole
fma:Epithelial_cell_of_tracheobronchial_tree	epithelial cell of tracheobronchial tree
fma:Bronchiole	bronchiole <sep> lobular bronchiole <sep> bronchiolus
fma:Bronchopulmonary_lymph_node	bronchopulmonary lymph node <sep> bronchopulmonary node <sep> hilar lymph node
fma:Thoracic_lymph_node	lymph node of thorax <sep> thoracic lymph node
fma:Bronchus	bronchial trunk <sep> bronchus
fma:Brown_adipose_tissue	adipocytus multigutturalis <sep> brown adipose tissue <sep> brown fat <sep> multilocular adipose tissue <sep> textus adiposus fuscus
fma:Brush_border	brush border
fma:Microvillus	microvillus
fma:Buccal_artery	buccal artery <sep> arteria buccalis
fma:Buccal_mucosa	buccal mucosa
fma:Mucosa_of_region_of_mouth	mucosa of region of mouth
fma:Buccal_part_of_mouth	buccal part of mouth <sep> buccal region <sep> regio buccalis
fma:Subdivision_of_cheek	cheek subdivision <sep> subdivision of cheek
fma:Minor_salivary_gland	minor salivary gland
fma:Region_of_surface_of_viscerocranial_mucosa	region of surface of viscerocranial mucosa
fma:Buccinator	buccinator <sep> musculus buccinator
fma:Muscle_of_face	face muscle <sep> facial muscle <sep> muscle of face
fma:Bulb_of_hair_follicle	bulb of hair follicle <sep> hair bulb <sep> hair follicle bulb
fma:Region_of_lower_segment_of_hair_follicle	region of lower segment of hair follicle
fma:Bulbar_conjunctiva	bulbar conjunctiva <sep> tunica conjunctiva bulbi
fma:Region_of_conjunctiva	conjunctiva subdivision <sep> region of conjunctiva
fma:Bulbo_urethral_gland	bulbo-urethral gland <sep> bulbourethral gland <sep> cowper's gland <sep> cowper's glands <sep> glandula bulbo-urethralis <sep> glandula bulbourethralis
fma:Lobular_organ	lobular organ
fma:Bulbus_cordis	bulbus cordis
fma:Calcium_dependent_adhesion_molecule	calcium-dependent adhesion molecule <sep> calcium-dependent cell-cell adhesion molecule
fma:Calcaneal_tendon	achilles tendon <sep> calcaneal tendon <sep> tendo calcaneus
fma:Skeletal_ligament	skeletal ligament
fma:Calcaneus	calcaneus <sep> os calcis
fma:Tarsal_bone	ankle bone <sep> bone of ankle <sep> bone of tarsus <sep> tarsal bone
fma:Calcarine_artery	calcarine artery <sep> calcarine branch of medial occipital artery <sep> ramus calcarinus (arteria occipitalis medialis)
fma:Calcarine_sulcus	calcarine fissure <sep> calcarine sulcus <sep> fissura calcarina <sep> sulcus calcarinus
fma:Subarachnoid_sulcus	subarachnoid sulcus
fma:Calcium_binding_protein	calcium-binding protein
fma:Cell_cell_adhesion_molecule	cell-cell adhesion molecule
fma:Callosomarginal_artery	callosomarginal artery <sep> callosomarginal branch of anterior cerebral artery <sep> arteria callosomarginalis
fma:Cranial_conduit	cranial conduit
fma:Canine_tooth	canine tooth <sep> cuspid <sep> dens caninus
fma:Tooth	tooth
fma:Region_of_vascular_tree_organ	region of vascular tree organ <sep> vascular tree organ region
fma:Capitate	capitate <sep> capitate bone <sep> os magnum (carpus) <sep> os capitatum
fma:Distal_carpal_bone	distal carpal bone
fma:Caproic_acid	caproic acid <sep> hexanoic acid
fma:Fatty_acid	fatty acid
fma:Capsule	capsule
fma:Capsule_of_cerebral_hemisphere	capsule of cerebral hemisphere <sep> cerebral hemisphere capsule
fma:Region_of_cerebral_white_matter	region of cerebral white matter
fma:Capsule_of_lens	capsule of lens <sep> lens capsule <sep> capsula lentis
fma:Capsule_of_lymph_node	capsule of lymph node <sep> lymph node capsule <sep> capsula nodi lymphoidei
fma:Capsule_of_ovary	capsule of ovary <sep> ovarian capsule <sep> ovary capsule
fma:Capsule_of_thymus	capsule of thymus <sep> thymus capsule
fma:Loose_connective_tissue	loose connective tissue <sep> textus connectivus collagenosus laxus <sep> textus connectivus laxus
fma:Carbohydrate	carbohydrate <sep> sugar
fma:Cardia_of_stomach	cardia of stomach <sep> cardial part of stomach <sep> gastric cardia <sep> pars cardiaca (gaster) <sep> cardia <sep> pars cardiaca gastricae
fma:Cardiac_atrium	atrium of heart <sep> cardiac atrium
fma:Cardiac_chamber	cardiac chamber <sep> chamber of heart
