Entity-IRI	Entity-Lexicon
snomed:Androgen	androgen
snomed:Gonadal_hormone	gonadal hormone
snomed:Androgenic_preparation	androgenic preparation
snomed:Sex_hormone_product	sex hormone product
snomed:Angle_of_parietal_bone	angle of parietal bone
snomed:Parietal_bone_structure	parietal bone structure
snomed:Ankle_joint_finding	ankle joint finding
snomed:Finding_of_ankle_region	finding of ankle region
snomed:Joint_finding	joint finding
snomed:Ankle_joint_structure	ankle joint structure
snomed:Ankle_joint_operations	ankle joint operations
snomed:Operation_on_joint	operation on joint
snomed:Operative_procedure_on_ankle	operative procedure on ankle
snomed:Procedure_on_ankle_joint	procedure on ankle joint
snomed:Ankle_region_structure	ankle region structure
snomed:Joint_structure_of_ankle_and_or_foot	joint structure of ankle and or foot
snomed:Ankle_joint_synovial_fluid	ankle joint synovial fluid
snomed:Joint_sample	joint sample
snomed:Specimen_from_lower_limb	specimen from lower limb
snomed:Synovial_fluid_specimen	synovial fluid specimen
snomed:Synovial_fluid	synovial fluid
snomed:Structure_of_ankle_and_or_foot	structure of ankle and or foot
snomed:Ankyrin	ankyrin
snomed:Protein	protein
snomed:Annulate_lamella	annulate lamella
snomed:Cell_membrane_structure	cell membrane structure
snomed:Subcellular_structure	subcellular structure
snomed:Annuloplasty_of_tricuspid_valve	annuloplasty of tricuspid valve
snomed:Repair_of_tricuspid_valve	repair of tricuspid valve
snomed:Structure_of_anulus_fibrosus_of_tricuspid_orifice	structure of anulus fibrosus of tricuspid orifice
snomed:Anogenital_region	anogenital region
snomed:Pelvic_structure	pelvic structure
snomed:Anomalous_valve_of_coronary_sinus	anomalous valve of coronary sinus
snomed:Congenital_abnormality_of_vein	congenital abnormality of vein
snomed:Congenital_heart_disease	congenital heart disease
snomed:Coronary_sinus_abnormality	coronary sinus abnormality
snomed:Structure_of_valve_of_coronary_sinus	structure of valve of coronary sinus
snomed:Anomaly_of_tooth_position	anomaly of tooth position
snomed:Tooth_disorder	tooth disorder
snomed:Anorectal_anomaly	anorectal anomaly
snomed:Anorectal_disorder	anorectal disorder
snomed:Congenital_anomaly_of_large_intestine	congenital anomaly of large intestine
snomed:Congenital_anomaly_of_the_pelvis	congenital anomaly of the pelvis
snomed:Disorder_of_large_intestine	disorder of large intestine
snomed:Disorder_of_pelvic_region	disorder of pelvic region
snomed:Lower_bowel_structures	lower bowel structures
snomed:Pelvic_alimentary_structure	pelvic alimentary structure
snomed:Ansa_cervicalis_structure	ansa cervicalis structure
snomed:Cervical_plexus_structure	cervical plexus structure
snomed:Ansa_lenticularis_nucleus	ansa lenticularis nucleus
snomed:Structure_of_ansa_lenticularis	structure of ansa lenticularis
snomed:Antecubital_region_structure	antecubital region structure
snomed:Elbow_region_structure	elbow region structure
snomed:Anterior	anterior
snomed:General_site_descriptor	general site descriptor
snomed:Anterior_abdominal_surface_region	anterior abdominal surface region
snomed:Surface_region_of_abdomen	surface region of abdomen
snomed:Anterior_abdominal_wall_artery	anterior abdominal wall artery
snomed:Anterior_abdominal_wall_peritoneum	anterior abdominal wall peritoneum
snomed:Layer_of_anterior_abdominal_wall	layer of anterior abdominal wall
snomed:Parietal_peritoneum_structure	parietal peritoneum structure
snomed:Anterior_abdominal_wall_structure	anterior abdominal wall structure
snomed:Anterior_auricular_nerve	anterior auricular nerve
snomed:Branch_of_auriculotemporal_nerve	branch of auriculotemporal nerve
snomed:Anterior_axillary_line_structure	anterior axillary line structure
snomed:Axillary_line_of_trunk	axillary line of trunk
snomed:Anterior_border_of_thyroid_lobe	anterior border of thyroid lobe
snomed:Border_of_thyroid_lobe	border of thyroid lobe
snomed:Anterior_cerebellar_lobe_fissure	anterior cerebellar lobe fissure
snomed:Anterior_cerebellar_lobe_structure	anterior cerebellar lobe structure
snomed:Structure_of_cerebellar_fissure	structure of cerebellar fissure
snomed:Cerebellar_lobe_structure	cerebellar lobe structure
snomed:Anterior_chamber_and_or_lens_structures	anterior chamber and or lens structures
snomed:Anterior_eyeball_segment_structure	anterior eyeball segment structure
snomed:Anterior_chamber_finding	anterior chamber finding
snomed:Anterior_segment_finding	anterior segment finding
snomed:Anterior_chamber_of_eye_structure	anterior chamber of eye structure
snomed:Anterior_chamber_of_eye_and_or_lens_operations	anterior chamber of eye and or lens operations
snomed:Operative_procedure_on_anterior_segment_of_eye	operative procedure on anterior segment of eye
snomed:Structure_of_organ_cavity_subdivision	structure of organ cavity subdivision
snomed:Anterior_chest_wall_structure	anterior chest wall structure
snomed:Part_of_chest_wall	part of chest wall
snomed:Anterior_cricothyroid_ligament	anterior cricothyroid ligament
snomed:Structure_of_cricothyroid_ligament	structure of cricothyroid ligament
snomed:Anterior_deep_temporal_nerve	anterior deep temporal nerve
snomed:Structure_of_deep_temporal_nerve	structure of deep temporal nerve
snomed:Anterior_division_of_internal_iliac_artery	anterior division of internal iliac artery
snomed:Branch_of_internal_iliac_artery	branch of internal iliac artery
snomed:Structure_of_artery_of_pelvic_region	structure of artery of pelvic region
snomed:Eyeball_segment_structure	eyeball segment structure
snomed:Anterior_horn_of_lateral_meniscus	anterior horn of lateral meniscus
snomed:Horn_of_lateral_meniscus	horn of lateral meniscus
snomed:Anterior_horn_of_medial_meniscus	anterior horn of medial meniscus
snomed:Horn_of_medial_meniscus	horn of medial meniscus
snomed:Anterior_interatrial_preferential_pathway	anterior interatrial preferential pathway
snomed:Preferential_interatrial_pathway	preferential interatrial pathway
snomed:Anterior_intermuscular_crural_septum	anterior intermuscular crural septum
snomed:Structure_of_crural_fascia	structure of crural fascia
snomed:Anterior_interosseous_nerve_structure	anterior interosseous nerve structure
snomed:Forearm_structure	forearm structure
snomed:Nerves_of_the_hand_forearm_upper_arm_and_shoulder	nerves of the hand forearm upper arm and shoulder
snomed:Peripheral_nerve_structure_of_upper_limb	peripheral nerve structure of upper limb
snomed:Anterior_longitudinal_ligament_structure	anterior longitudinal ligament structure
snomed:Structure_of_ligament_of_neck	structure of ligament of neck
snomed:Structure_of_longitudinal_ligament	structure of longitudinal ligament
snomed:Anterior_mallear_fold_structure	anterior mallear fold structure
snomed:Tympanic_mucosa_structure	tympanic mucosa structure
snomed:Anterior_mediastinal_lymph_node_group	anterior mediastinal lymph node group
snomed:Mediastinal_lymph_node_group	mediastinal lymph node group
snomed:Anterior_medullary_nucleus	anterior medullary nucleus
snomed:Nucleus_of_medulla_oblongata	nucleus of medulla oblongata
snomed:Anterior_orbital_gyrus	anterior orbital gyrus
snomed:Entire_orbital_gyrus	entire orbital gyrus
snomed:Anterior_pituitary_hormone	anterior pituitary hormone
snomed:Pituitary_hormone	pituitary hormone
snomed:Pituitary_hormone_preparation	pituitary hormone preparation
snomed:Anterior_pulmonary_plexus	anterior pulmonary plexus
snomed:Pulmonary_plexus	pulmonary plexus
snomed:Anterior_rectus_sheath	anterior rectus sheath
snomed:Structure_of_fascia_of_rectus_abdominis_muscle	structure of fascia of rectus abdominis muscle
snomed:Anterior_rugal_column_structure	anterior rugal column structure
snomed:Structure_of_rugal_column	structure of rugal column
snomed:Globe_finding	globe finding
snomed:Anterior_segment_of_eye_repair	anterior segment of eye repair
snomed:Repair_of_eye	repair of eye
snomed:Anterior_surface_of_epiglottic_cartilage	anterior surface of epiglottic cartilage
snomed:Surface_of_epiglottic_cartilage	surface of epiglottic cartilage
snomed:Anterior_surface_of_seminal_vesicle	anterior surface of seminal vesicle
snomed:Surface_of_seminal_vesicle	surface of seminal vesicle
snomed:Anterior_tibial_compartment_structure	anterior tibial compartment structure
snomed:Structure_of_compartment_of_lower_leg	structure of compartment of lower leg
snomed:Anterior_triangle_of_neck	anterior triangle of neck
snomed:Triangle_of_neck	triangle of neck
snomed:Anterior_trunk_mandibular_nerve	anterior trunk mandibular nerve
snomed:Trunk_of_mandibular_nerve	trunk of mandibular nerve
snomed:Anterior_tubercle_of_atlas	anterior tubercle of atlas
snomed:Tubercle_of_atlas	tubercle of atlas
snomed:Anterior_uveal_tract_structure	anterior uveal tract structure
snomed:Uveal_tract_structure	uveal tract structure
snomed:Anterior_vagal_trunk_structure	anterior vagal trunk structure
snomed:Structure_of_vagus_nerve_visceral_branch	structure of vagus nerve visceral branch
snomed:Trunk_of_vagus_nerve	trunk of vagus nerve
snomed:Anterior_wall_of_antrum_of_stomach	anterior wall of antrum of stomach
snomed:Pyloric_antrum_structure	pyloric antrum structure
snomed:Structure_of_anterior_wall_of_stomach	structure of anterior wall of stomach
snomed:Anterior_wall_of_body_of_stomach	anterior wall of body of stomach
snomed:Gastric_corpus_structure	gastric corpus structure
snomed:Anterior_wall_of_fundus_of_stomach	anterior wall of fundus of stomach
snomed:Gastric_fundus_structure	gastric fundus structure
snomed:Anterior_wall_of_uterus	anterior wall of uterus
snomed:Uterine_wall	uterine wall
snomed:Anterolateral	anterolateral
snomed:Lateral	lateral
snomed:Anterolateral_muscle_of_abdomen	anterolateral muscle of abdomen
snomed:Entire_skeletal_muscle_of_abdomen	entire skeletal muscle of abdomen
snomed:Anterolateral_surface_of_arytenoid_cartilage	anterolateral surface of arytenoid cartilage
snomed:Surface_of_arytenoid	surface of arytenoid
snomed:Anterolateral_visceral_artery	anterolateral visceral artery
snomed:Anteroposterior_plane	anteroposterior plane
snomed:Vertical_plane	vertical plane
snomed:Antiasthmatic_agent	antiasthmatic agent
snomed:Respiratory_drugs	respiratory drugs
snomed:Anticoagulant	anticoagulant
snomed:Hematologic_agent	hematologic agent
snomed:Hematologic_drug	hematologic drug
snomed:Antidepressant	antidepressant
snomed:Psychotherapeutic_agent	psychotherapeutic agent
snomed:Antidiabetic_agent	antidiabetic agent
snomed:Antidiabetic_preparation	antidiabetic preparation
snomed:Antidiuretic_hormone	antidiuretic hormone
snomed:Peptide_hormones_and_their_metabolites_and_precursors	peptide hormones and their metabolites and precursors
snomed:Posterior_pituitary_hormone	posterior pituitary hormone
snomed:Antidiuretic_hormone_agent	antidiuretic hormone agent
snomed:Antidote	antidote
snomed:Chelating_agentantidote	chelating agentantidote
snomed:Chelating_agents_and_antidotes	chelating agents and antidotes
snomed:Antigen	antigen
snomed:Immunologic_substance	immunologic substance
snomed:Antihelix_structure	antihelix structure
snomed:Pinna_structure	pinna structure
snomed:Antimetabolite	antimetabolite
snomed:Antineoplastic_agent	antineoplastic agent
snomed:Antitragus_structure	antitragus structure
snomed:Digestive_organ_part	digestive organ part
snomed:Aorta_part	aorta part
snomed:Aortic_structure	aortic structure
snomed:Arterial_part	arterial part
snomed:Aortic	aortic
snomed:Cardiovascular_site_descriptor	cardiovascular site descriptor
snomed:Aortic_arch_structure	aortic arch structure
snomed:Thoracic_aorta_structure	thoracic aorta structure
snomed:Aortic_root_congenital_abnormality	aortic root congenital abnormality
snomed:Aortic_root_finding	aortic root finding
snomed:Aortic_valve_disorder	aortic valve disorder
snomed:Congenital_anomaly_of_aorta	congenital anomaly of aorta
snomed:Disorder_of_soft_tissue_of_thoracic_cavity	disorder of soft tissue of thoracic cavity
snomed:Supraaortic_valve_area_structure	supraaortic valve area structure
snomed:Aortic_valve_finding	aortic valve finding
snomed:Aortic_sac	aortic sac
snomed:Primitive_aortic_structure	primitive aortic structure
snomed:Structure_of_great_blood_vessel_organ	structure of great blood vessel organ
snomed:Structure_of_large_artery	structure of large artery
snomed:Systemic_artery_of_trunk	systemic artery of trunk
snomed:Aortic_tunica_adventitia	aortic tunica adventitia
snomed:Aortic_tunica_intima_structure	aortic tunica intima structure
snomed:Tunica_intima_of_artery	tunica intima of artery
snomed:Aortic_tunica_media	aortic tunica media
snomed:Tunica_media_vasorum	tunica media vasorum
snomed:Heart_valve_disorder	heart valve disorder
snomed:Aortic_valve_structure	aortic valve structure
snomed:Heart_valve_finding	heart valve finding
snomed:Cardiac_valve_structure	cardiac valve structure
snomed:Structure_of_left_side_of_heart	structure of left side of heart
snomed:Aortoventriculoplasty	aortoventriculoplasty
snomed:Operations_on_the_left_ventricular_outflow_tract	operations on the left ventricular outflow tract
snomed:Valvuloplasty_of_aortic_valve	valvuloplasty of aortic valve
snomed:Structure_of_outflow_tract_of_left_ventricle	structure of outflow tract of left ventricle
snomed:Aperture_of_diaphragm	aperture of diaphragm
snomed:Part_of_diaphragm	part of diaphragm
snomed:Apex_beat_function	apex beat function
snomed:Cardiac_function	cardiac function
snomed:Apical	apical
snomed:Topographical_modifier	topographical modifier
snomed:Apical_segment_of_left_upper_lobe	apical segment of left upper lobe
snomed:Apical_segment_of_upper_lobe_of_lung	apical segment of upper lobe of lung
snomed:Segment_of_upper_lobe_of_left_lung	segment of upper lobe of left lung
snomed:Left	left
snomed:Bronchopulmonary_segment_structure	bronchopulmonary segment structure
snomed:Apocrine_gland_structure	apocrine gland structure
snomed:Exocrine_gland_structure	exocrine gland structure
snomed:Skin_appendage_structure	skin appendage structure
snomed:Apocrine_intradermal_duct	apocrine intradermal duct
snomed:Duct_organ_part	duct organ part
snomed:Apocrine_intraepidermal_duct	apocrine intraepidermal duct
snomed:Apocrine_sweat_gland_structure	apocrine sweat gland structure
snomed:Sweat_gland_structure	sweat gland structure
snomed:Aponeurosis_structure	aponeurosis structure
snomed:Structure_of_musculoskeletal_system	structure of musculoskeletal system
snomed:Apophysis	apophysis
snomed:Bone_part	bone part
snomed:Appearance_of_hair	appearance of hair
snomed:Hair_observable	hair observable
snomed:Appearances	appearances
snomed:Appendiceal_mucous_membrane_structure	appendiceal mucous membrane structure
snomed:Appendix_structure	appendix structure
snomed:Intestinal_mucous_membrane_structure	intestinal mucous membrane structure
